rec_id,deptype,depname,country,lat_dms,lon_dms,latitude,longitude
529,placer-sh,"Trail Ridge (Highland Trail Ridge, Starke Trail Ridge)",United States,30-02N,82-02W,30.03333333,-82.03333333
530,placer-sh,Trivandrum,India,8-29N,76-55E,8.483333333,76.91666667
531,placer-sh,Tungshanchow,Taiwan,23-34N,120-04E,23.56666667,120.0666667
532,placer-sh,Ussangoda,Sri Lanka,6-46N,80-23E,6.766666667,80.38333333
534,placer-sh,Viney Creek,Australia,32-37S,152-07E,-32.61666667,152.1166667
535,placer-sh,Vinh Cam Ranh,Vietnam,11-53N,109-10E,11.88333333,109.1666667
536,placer-sh,Vinh Mi (Vinh My),Vietnam,16-20N,107-45E,16.33333333,107.75
537,placer-sh,Vitoria District,Brazil,18-22S,40-42W,-18.36666667,-40.7
538,placer-sh,Vohibarika area,Madagascar,16-17S,48-59E,-16.28333333,48.98333333
539,placer-sh,Waroona (Hamel),Australia,32-50S,115-55E,-32.83333333,115.9166667
540,placer-sh,Waroona (Hamel),Australia,32-51S,115-55E,-32.85,115.9166667
542,placer-sh,Wemen,Australia,34-55S,142-45E,-34.91666667,142.75
543,placer-sh,"Westport (inclueds Nine Mile Beach, Carters Beach)",New Zealand,41-06S,171-24E,-41.1,171.4
544,placer-sh,"WIM 150 (Drung South, CRA, Horsham)",Australia,36-43S,142-12E,-36.71666667,142.2
545,placer-sh,Wonnerup,Australia,33-37S,115-25E,-33.61666667,115.4166667
546,placer-sh,Wonnerup Beach,Australia,33-37S,115-25E,-33.61666667,115.4166667
547,placer-sh,Wuzhaung (Baoding),China,18-43N,110-22E,18.71666667,110.3666667
548,placer-sh,Yangjiang (Nanshanhai),China,,,21.6244,111.7194
550,placer-sh,Yarloop,Australia,32-58S,115-54E,-32.96666667,115.9
551,placer-sh,Yoganup (Yoganup Central),Australia,33-39S,115-33E,-33.65,115.55
552,placer-sh,Yoganup Extended,Australia,33-36S,115-40E,-33.6,115.6666667
553,placer-sh,Yoganup North (Boyanup),Australia,33-29S,115-44E,-33.48333333,115.7333333
554,placer-sh,Zhanjiang district,China,21-12N,110-28E,21.2,110.4666667
555,placer-al,Atlantida,Uruguay,35-12S,55-48W,-35.2,-55.8
557,placer-al,Batang Berjuntai area,Malaysia,03-20N,101-30E,3.333333333,101.5
558,placer-al,Bear Valley,United States,44-21N,115-24W,44.35,-115.4
559,placer-al,Beihei District,China,21-29N,109-05E,21.48333333,109.0833333
560,placer-al,Big Creek,United States,44-28N,115-59W,44.46666667,-115.9833333
561,placer-al,Chamberlin District,United States,45-19N,115-07W,45.31666667,-115.1166667
562,placer-al,Circle,United States,65-30N,144-45W,65.5,-144.75
563,placer-al,Dianbai,China,21-33N,111-16E,21.55,111.2666667
565,placer-al,El Dorado Creek area,United States,65-56N,166-12W,65.93333333,-166.2
566,placer-al,Fortymile,United States,64-20N,142-00W,64.33333333,-142
567,placer-al,Gold Fork-Little Valley,United States,44-41N,115-58W,44.68333333,-115.9666667
568,placer-al,Heinze Basin,Burma,14-36N,98-03E,14.6,98.05
569,placer-al,Horse Creek (Aiken County),United States,33-30N,81-54W,33.5,-81.9
570,placer-al,Hot Springs,United States,65-10N,151-00W,65.16666667,-151
571,placer-al,Iditarod,United States,62-30N,158-30W,62.5,-158.5
573,placer-al,Janghowon,"Korea, Republic of",37-10N,127-30E,37.16666667,127.5
574,placer-al,Jos Plateau,Nigeria,09-30N,08-00E,9.5,8
575,placer-al,Kanbauk,Burma,14-36N,98-03E,14.6,98.05
576,placer-al,Kinta Valley (Lahat),Malaysia,04-30N,101-10E,4.5,101.1666667
577,placer-al,Kuala Lumpur area,Malaysia,03-00N,101-45E,3,101.75
578,placer-al,Kwangsangun,"Korea, Republic of",35-10N,126-50E,35.16666667,126.8333333
580,placer-al,Kyan Chaung,Burma,13-30N,98-20E,13.5,98.33333333
581,placer-al,Madianhe,China,21-33N,111-16E,21.55,111.2666667
582,placer-al,McGrath,United States,62-45N,155-00W,62.75,-155
583,placer-al,Mogok,Burma,22-54-30N,96-30E,22.90833333,96.5
584,placer-al,Mong Kung,Burma,21-37N,97-31-30E,21.61666667,97.525
585,placer-al,Namdaecheon River (Muju area),"Korea, Republic of",35-00N,126-40E,35,126.6666667
586,placer-al,Oak Grove,United States,36-23N,88-10W,36.38333333,-88.16666667
588,placer-al,Pearsol Creek,United States,44-31N,116-05W,44.51666667,-116.0833333
589,placer-al,Pitinga,Brazil,00-45S,60-07W,-0.75,-60.11666667
590,placer-al,Port Clarence,United States,65-40N,166-30W,65.66666667,-166.5
591,placer-al,Qinzhou (Qinxian),China,21-59N,108-36E,21.98333333,108.6
592,placer-al,Ramey Meadows,United States,45-16N,115-11W,45.26666667,-115.1833333
593,placer-al,Ranchi-Purulia,India,23-25N,86-00E,23.41666667,86
594,placer-al,Rio Tercero,Argentina,32-02S,64-12W,-32.03333333,-64.2
596,placer-al,Ruby Meadows,United States,64-25N,154-20W,64.41666667,-154.3333333
597,placer-al,Sakagyi,Burma,22-55-58N,96-13E,22.93277778,96.21666667
598,placer-al,Sao Gonçalo do Sapucai area,Brazil,21-56S,45-40W,-21.93333333,-45.66666667
599,placer-al,Silica Mine,United States,36-02N,88-11W,36.03333333,-88.18333333
600,placer-al,Soun-Miyang,"Korea, Republic of",36-55N,127-20E,36.91666667,127.3333333
601,placer-al,Tolovana,United States,65-30N,148-10W,65.5,-148.1666667
603,placer-al,Wan Hapalam,Burma,21-32N,97-18E,21.53333333,97.3
604,placer-al,Xun Jiang,China,23-30N,110-50E,23.5,110.8333333
605,placer-al,Yadanabon Mine,Burma,11-17-05N,99-17E,11.28472222,99.28333333
606,placer-al,Yongsanpo,"Korea, Republic of",34-55N,126-40E,34.91666667,126.6666667
607,placer-al,Yueyang,China,29-23N,113-06E,29.38333333,113.1
608,placer-al,Zhanjiang,China,21-12N,110-28E,21.2,110.4666667
609,placer-unc,Careacu,Brazil,22-02S,45-42W,-22.03333333,-45.7
611,placer-unc,Chilka Lake,India,19-46N,85-20E,19.76666667,85.33333333
612,placer-unc,Gaya,India,24-47N,85-00E,24.78333333,85
613,placer-unc,Sanbagoma,Mauritania,15-35N,11-57W,15.58333333,-11.95
614,placer-unc,Sinoe County,Liberia,5-20N,8-40W,5.333333333,-8.666666667
615,placer-unc,Visakhapatnam,India,17-42N,83-18E,17.7,83.3
616,placer-pal,Bald Mountain,United States,,,41.29467,-105.322
617,placer-pal,Elliott Lake (Blind River)- Denison,Canada,46-29N,82-32W,46.48333333,-82.53333333
619,placer-pal,Elliott Lake (Blind River)- Quirke-Panel,Canada,46-30N,82-38W,46.5,-82.63333333
620,placer-pal,Elliott Lake (Blind River)- Stanleigh,Canada,46-24N,82-38W,46.4,-82.63333333
621,placer-pal,Oak Grove,United States,36-23N,88-10W,36.38333333,-88.16666667
622,phos,Abu Tartar,Egypt,25-26N,30-02E,25.43333333,30.03333333
623,phos,Blackfoot Bridge,United States,42-07N,111-31W,42.11666667,-111.5166667
624,phos,Bofal-Loubboira (Wadi Guellouar),Mauritania,16-25N,13-45W,16.41666667,-13.75
626,phos,Caldwell Canyon,United States,42-44N,111-22W,42.73333333,-111.3666667
627,phos,Champ,United States,42-40N,111-16W,42.66666667,-111.2666667
628,phos,Conda,United States,42-44N,111-32W,42.73333333,-111.5333333
629,phos,Gay and South Forty,United States,43-03N,112-07W,43.05,-112.1166667
630,phos,Henry,United States,42-53N,111-28W,42.88333333,-111.4666667
631,phos,Husky,United States,42-42N,111-15W,42.7,-111.25
632,phos,Kunyang,China,24-40N,102-35E,24.66666667,102.5833333
634,phos,Maybe Canyon (Maybie),United States,42-45N,111-18W,42.75,-111.3
635,phos,Mountain Fuel,United States,42-39N,111-17W,42.65,-111.2833333
636,phos,North Henry,United States,42-54N,111-30W,42.9,-111.5
637,phos,Smoky Canyon,United States,42-43N,111-08W,42.71666667,-111.1333333
638,phos,Swan Lake Gulch,United States,42-38N,111-25W,42.63333333,-111.4166667
639,phos,Trail Creek,United States,42-44N,111-25W,42.73333333,-111.4166667
640,phos,Wooley Valley,United States,42-50N,111-24W,42.83333333,-111.4
642,phos,Xinhua,China,26-42N,105-45E,26.7,105.75
643,phos,Zhijin,China,26-41N,105-37E,26.68333333,105.6166667
644,oth-baux,Lake Innes,Australia,31-30S,152-53E,-31.5,152.8833333
645,oth-baux,Xiuwen,China,26-51N,106-35E,26.85,106.5833333
646,oth-f,Buffalo Fluorspar,South Africa,24-30S,28-30E,-24.5,28.5
647,oth-f,Encantada-Buena Vista area,Mexico,28-30N,102-30W,28.5,-102.5
649,oth-f,Fatima area,Mexico,28-33N,102-31W,28.55,-102.5166667
650,oth-f,Gallinas Mountains,United States,34-12N,105-44W,34.2,-105.7333333
651,oth-f,Snowbird,United States,,,46.78405,-114.77014
652,oth-u,Agnew Lake,Canada,,,46.42919,-81.6309
653,oth-u,Bancroft-Haliburton  area,Canada,45-30N,77-30W,45.5,-77.5
654,oth-u,Eagle Creek,United States,64-42N,162-46W,64.7,-162.7666667
655,oth-u,Mary Kathleen,Australia,20-44S,140-01E,-20.73333333,140.0166667
657,oth-u,McArthur River,Canada,57-45N,106-00W,57.75,-106
658,oth-u,Port Pirie (Radium Hill),Australia,33-12S,138-00E,-33.2,138
659,oth-unc,Alto Ligonha,Mozambique,15-45S,39-00E,-15.75,39
660,oth-unc,Boorama,Somalia,10-03N,43-05E,10.05,43.08333333
661,oth-unc,Jabal Ar Rabuts,Saudi Arabia,25-35N,41-03E,25.58333333,41.05
662,oth-unc,Jabal Awja,Saudi Arabia,25-50N,41-01E,25.83333333,41.01666667
663,oth-unc,Jabal Ebed,Saudi Arabia,25-57N,40-53E,25.95,40.88333333
665,oth-unc,Jabal Kuara,Saudi Arabia,25-47N,40-55E,25.78333333,40.91666667
666,oth-unc,Little Friar Mountain,United States,37-46N,79-06W,37.76666667,-79.1
667,oth-unc,Marhuanta,Venezuela,7-05N,63-31W,7.083333333,-63.51666667
668,oth-unc,Moshikeng,China,29-55N,121-15E,29.91666667,121.25
669,oth-unc,San Antonio,Venezuela,7-44-35N,63-34-30W,7.743055556,-63.575
670,oth-unc,Sanlangyan,China,29-39N,112-47E,29.65,112.7833333
672,oth-unc,Saulia,Congo (Zaire),02-55S,25-45E,-2.916666667,25.75
673,oth-unc,Taohualashan,China,39-00N,101-20E,39,101.3333333
674,oth-unc,Wadi el Sahrm,Egypt,24-44N,35-01E,24.73333333,35.01666667
675,oth-unc,Wuzhou,China,23-29N,111-19E,23.48333333,111.3166667
676,oth-unc,Xing'an,China,45-10N,120-30E,45.16666667,120.5
677,oth-unc,Ytterby Mine,Sweden,59-26N,18-20E,59.43333333,18.33333333
